Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,SimillarHTTP, Inbound, Label
106278,172.217.10.65-192.168.50.6-443-54802-6,192.168.50.6,54802,172.217.10.65,443,6,18:20.6,34435249,6,2,116,92,46,6,19.33333333,20.65591118,46,46,46,0,6.040322229,0.232320086,4919321.286,12987840.12,34372952,2,34435249,6887049.8,15365110.11,34372952,2,2,2,0,2,2,1,0,0,0,120,40,0.174240064,0.058080021,6,46,28.22222222,21.08185107,444.4444444,0,0,1,0,0,1,0,0,0,31.75,19.33333333,46,120,0,0,0,0,0,0,6,116,2,92,258,253,5,20,62295,0,62295,62295,34372952,0,34372952,34372952,0,0,BENIGN
144357,172.217.7.2-192.168.50.6-443-54803-6,192.168.50.6,54803,172.217.7.2,443,6,18:20.6,34435196,6,2,116,92,46,6,19.33333333,20.65591118,46,46,46,0,6.040331526,0.232320443,4919313.714,12987822.04,34372904,0,34435196,6887039.2,15365089.2,34372904,0,3,3,0,3,3,1,0,0,0,120,40,0.174240332,0.058080111,6,46,28.22222222,21.08185107,444.4444444,0,0,1,0,0,1,0,0,0,31.75,19.33333333,46,120,0,0,0,0,0,0,6,116,2,92,257,273,5,20,62292,0,62292,62292,34372904,0,34372904,34372904,0,0,BENIGN
101188,172.217.12.206-192.168.50.6-443-54804-6,192.168.50.6,54804,172.217.12.206,443,6,18:20.6,34425788,6,2,116,92,46,6,19.33333333,20.65591118,46,46,46,0,6.041982249,0.232383933,4917969.714,12984274.98,34363516,1,34425788,6885157.6,15360892.9,34363516,1,3,3,0,3,3,1,0,0,0,120,40,0.174287949,0.058095983,6,46,28.22222222,21.08185107,444.4444444,0,0,1,0,0,1,0,0,0,31.75,19.33333333,46,120,0,0,0,0,0,0,6,116,2,92,256,253,5,20,62271,0,62271,62271,34363516,0,34363516,34363516,0,0,BENIGN
3,192.168.50.9-35.158.163.158-57658-443-6,192.168.50.9,57658,35.158.163.158,443,6,18:27.0,221,4,0,123,0,46,0,30.75,21.68524844,0,0,0,0,556561.086,18099.54751,73.66666667,124.1343358,217,1,221,73.66666667,124.1343358,217,1,0,0,0,0,0,1,0,0,0,128,0,18099.54751,0,0,46,33.8,19.97998999,399.2,0,0,1,0,0,1,0,0,0,42.25,30.75,0,128,0,0,0,0,0,0,4,123,0,0,527,-1,2,32,0,0,0,0,0,0,0,0,0,0,BENIGN
2,192.168.50.9-54.192.55.39-37652-443-6,192.168.50.9,37652,54.192.55.39,443,6,18:27.0,171,5,0,154,0,46,0,30.8,18.78030884,0,0,0,0,900584.7953,29239.76608,42.75,82.16801892,166,1,171,42.75,82.16801892,166,1,0,0,0,0,0,1,0,0,0,160,0,29239.76608,0,0,46,33.33333333,17.90716802,320.6666667,0,0,1,0,0,1,0,0,0,40,30.8,0,160,0,0,0,0,0,0,5,154,0,0,1444,-1,3,32,0,0,0,0,0,0,0,0,0,0,BENIGN
5,192.168.50.9-93.184.216.180-41488-443-6,192.168.50.9,41488,93.184.216.180,443,6,18:27.0,258,4,0,102,0,39,0,25.5,18.41195264,0,0,0,0,395348.8372,15503.87597,86,146.3591473,255,1,258,86,146.3591473,255,1,0,0,0,0,0,1,0,0,0,128,0,15503.87597,0,0,39,28.2,17.04992669,290.7,0,0,1,0,0,1,0,0,0,35.25,25.5,0,128,0,0,0,0,0,0,4,102,0,0,695,-1,2,32,0,0,0,0,0,0,0,0,0,0,BENIGN
8,192.168.50.9-54.192.55.39-37652-443-6,192.168.50.9,37652,54.192.55.39,443,6,18:27.0,39233,1,3,0,0,0,0,0,0,0,0,0,0,0,101.9549869,13077.66667,22389.27655,38930,2,0,0,0,0,0,303,151.5,211.4249276,301,2,0,0,0,0,32,96,25.48874672,76.46624015,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,32,0,0,0,0,0,0,1,0,3,0,1444,130,0,32,0,0,0,0,0,0,0,0,0,0,BENIGN
4,192.168.50.9-35.158.163.158-57658-443-6,192.168.50.9,57658,35.158.163.158,443,6,18:27.0,1,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,3.10E+07,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,0,2000000,0,0,31,20.66666667,17.89785834,320.3333333,0,0,1,0,0,1,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,527,-1,0,32,0,0,0,0,0,0,0,0,0,0,BENIGN
6,192.168.50.9-93.184.216.180-41488-443-6,192.168.50.9,41488,93.184.216.180,443,6,18:27.0,1,2,0,24,0,24,0,12,16.97056275,0,0,0,0,2.40E+07,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,0,2000000,0,0,24,16,13.85640646,192,0,0,1,0,0,1,0,0,0,24,12,0,64,0,0,0,0,0,0,2,24,0,0,695,-1,0,32,0,0,0,0,0,0,0,0,0,0,BENIGN
7,192.168.50.9-93.184.216.180-41488-443-6,93.184.216.180,443,192.168.50.9,41488,6,18:27.0,4,3,0,48,0,24,0,16,13.85640646,0,0,0,0,1.20E+07,750000,2,0,2,2,4,2,0,2,2,0,0,0,0,0,1,0,0,0,96,0,750000,0,0,24,18,12,144,0,0,1,0,0,1,0,0,0,24,16,0,96,0,0,0,0,0,0,3,48,0,0,291,-1,1,32,0,0,0,0,0,0,0,0,0,1,BENIGN
30980,192.168.50.9-93.184.216.180-41488-443-6,93.184.216.180,443,192.168.50.9,41488,6,18:27.0,509,3,6,0,36,0,0,0,0,6,6,6,0,70726.91552,17681.72888,63.625,116.7218152,338,1,430,215,302.6417023,429,1,422,84.4,185.3707097,416,1,0,0,0,0,96,120,5893.909627,11787.81925,0,6,3.6,3.098386677,9.6,0,0,0,0,0,1,1,0,2,4,0,6,96,0,0,0,0,0,0,3,0,6,36,291,0,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
59674,192.168.50.9-54.192.55.39-37652-443-6,54.192.55.39,443,192.168.50.9,37652,6,18:27.0,96,1,2,0,0,0,0,0,0,0,0,0,0,0,31250,48,63.63961031,93,3,0,0,0,0,0,3,3,0,3,3,0,0,0,0,32,64,10416.66667,20833.33333,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,32,0,0,0,0,0,0,1,0,2,0,130,1444,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
9,192.168.50.9-35.158.163.158-57658-443-6,35.158.163.158,443,192.168.50.9,57658,6,18:27.1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,750000,2,1.414213562,3,1,4,2,1.414213562,3,1,0,0,0,0,0,0,0,0,0,96,0,750000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,132,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
101853,192.168.50.9-35.158.163.158-57658-443-6,35.158.163.158,443,192.168.50.9,57658,6,18:27.1,69,1,2,0,0,0,0,0,0,0,0,0,0,0,43478.26087,34.5,45.96194078,67,2,0,0,0,0,0,2,2,0,2,2,0,0,0,0,32,64,14492.75362,28985.50725,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,32,0,0,0,0,0,0,1,0,2,0,132,527,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
10,172.217.197.154-192.168.50.9-443-60096-6,192.168.50.9,60096,172.217.197.154,443,6,18:28.0,60,4,0,123,0,46,0,30.75,21.68524844,0,0,0,0,2050000,66666.66667,20,31.19294792,56,1,60,20,31.19294792,56,1,0,0,0,0,0,1,0,0,0,128,0,66666.66667,0,0,46,33.8,19.97998999,399.2,0,0,1,0,0,1,0,0,0,42.25,30.75,0,128,0,0,0,0,0,0,4,123,0,0,318,-1,2,32,0,0,0,0,0,0,0,0,0,0,BENIGN
11,172.217.197.154-192.168.50.9-443-60096-6,192.168.50.9,60096,172.217.197.154,443,6,18:28.0,1,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,3.10E+07,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,0,2000000,0,0,31,20.66666667,17.89785834,320.3333333,0,0,1,0,0,1,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,318,-1,0,32,0,0,0,0,0,0,0,0,0,0,BENIGN
12,172.217.197.154-192.168.50.9-443-60096-6,172.217.197.154,443,192.168.50.9,60096,6,18:28.0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,750000,2,1.414213562,3,1,4,2,1.414213562,3,1,0,0,0,0,0,0,0,0,0,96,0,750000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,248,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
146252,172.217.197.154-192.168.50.9-443-60096-6,172.217.197.154,443,192.168.50.9,60096,6,18:28.0,72,3,2,0,0,0,0,0,0,0,0,0,0,0,69444.44444,18,33.3366665,68,1,2,1,0,1,1,2,2,0,2,2,0,0,0,0,96,64,41666.66667,27777.77778,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,96,0,0,0,0,0,0,3,0,2,0,248,318,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
80176,172.16.0.5-192.168.50.4-52312-51989-6,172.16.0.5,52312,192.168.50.4,51989,6,18:31.1,169805,4,2,24,12,6,6,6,0,6,6,6,0,212.0078914,35.33464857,33961,75875.38984,169691,2,169805,56601.66667,98032.63233,169800,2,3,3,0,3,3,0,0,0,0,80,40,23.55643238,11.77821619,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7,6,6,80,0,0,0,0,0,0,4,24,2,12,1024,0,3,20,0,0,0,0,0,0,0,0,0,1,Portmap
31,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18:33.2,117049586,18,0,0,0,0,0,0,0,0,0,0,0,0,0.15378098,6885269.765,13337209.58,38788130,1,117049586,6885269.765,13337209.58,38788130,1,0,0,0,0,0,0,0,0,0,0,0,0.15378098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,-1,-1,0,0,506,1006.666777,2016,2,29261380,8700633.679,38788130,18483820,0,0,BENIGN
116215,192.168.10.50-192.168.50.8-21-59593-6,192.168.50.8,59593,192.168.10.50,21,6,18:33.2,9029034,6,0,0,0,0,0,0,0,0,0,0,0,0,0.664522916,1805806.8,2692585.328,6021681,3,9029034,1805806.8,2692585.328,6021681,3,0,0,0,0,0,0,0,0,0,184,0,0.664522916,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,184,0,0,0,0,0,0,6,0,0,0,8192,-1,0,28,3007350,0,3007350,3007350,6021681,0,6021681,6021681,0,1,BENIGN
13,192.168.50.9-23.194.108.29-37312-443-6,192.168.50.9,37312,23.194.108.29,443,6,18:35.0,110,4,0,123,0,46,0,30.75,21.68524844,0,0,0,0,1118181.818,36363.63636,36.66666667,60.05275459,106,1,110,36.66666667,60.05275459,106,1,0,0,0,0,0,1,0,0,0,128,0,36363.63636,0,0,46,33.8,19.97998999,399.2,0,0,1,0,0,1,0,0,0,42.25,30.75,0,128,0,0,0,0,0,0,4,123,0,0,1163,-1,2,32,0,0,0,0,0,0,0,0,0,0,BENIGN
14,192.168.50.9-23.194.108.29-37312-443-6,192.168.50.9,37312,23.194.108.29,443,6,18:35.0,2,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,1.55E+07,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,1,0,0,0,64,0,1000000,0,0,31,20.66666667,17.89785834,320.3333333,0,0,1,0,0,1,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,1163,-1,0,32,0,0,0,0,0,0,0,0,0,0,BENIGN
15,192.168.50.9-23.194.108.29-37312-443-6,23.194.108.29,443,192.168.50.9,37312,6,18:35.0,932,5,0,62,0,31,0,12.4,16.97939928,0,0,0,0,66523.60515,5364.806867,233,462.6669068,927,1,932,233,462.6669068,927,1,0,0,0,0,0,0,0,0,0,160,0,5364.806867,0,0,31,10.33333333,16.00833116,256.2666667,0,0,0,0,0,1,0,0,0,12.4,12.4,0,160,0,0,0,0,0,0,5,62,0,0,252,-1,2,32,0,0,0,0,0,0,0,0,0,1,BENIGN
52089,192.168.50.9-23.194.108.29-37312-443-6,23.194.108.29,443,192.168.50.9,37312,6,18:35.0,61,1,4,0,24,0,0,0,0,6,6,6,0,393442.623,81967.21311,15.25,28.51169351,58,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,32,80,16393.44262,65573.77049,0,6,4,3.098386677,9.6,0,0,0,0,0,1,1,0,4,4.8,0,6,32,0,0,0,0,0,0,1,0,4,24,252,0,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
18,192.168.50.9-52.28.108.167-48208-443-6,192.168.50.9,48208,52.28.108.167,443,6,18:36.0,196,4,0,123,0,46,0,30.75,21.68524844,0,0,0,0,627551.0204,20408.16327,65.33333333,109.7011091,192,1,196,65.33333333,109.7011091,192,1,0,0,0,0,0,1,0,0,0,128,0,20408.16327,0,0,46,33.8,19.97998999,399.2,0,0,1,0,0,1,0,0,0,42.25,30.75,0,128,0,0,0,0,0,0,4,123,0,0,829,-1,2,32,0,0,0,0,0,0,0,0,0,0,BENIGN
16,192.168.50.9-52.28.108.167-48200-443-6,192.168.50.9,48200,52.28.108.167,443,6,18:36.0,126,4,0,123,0,46,0,30.75,21.68524844,0,0,0,0,976190.4762,31746.03175,42,71.01408311,124,1,126,42,71.01408311,124,1,0,0,0,0,0,1,0,0,0,128,0,31746.03175,0,0,46,33.8,19.97998999,399.2,0,0,1,0,0,1,0,0,0,42.25,30.75,0,128,0,0,0,0,0,0,4,123,0,0,1329,-1,2,32,0,0,0,0,0,0,0,0,0,0,BENIGN
17,192.168.50.9-52.28.108.167-48200-443-6,192.168.50.9,48200,52.28.108.167,443,6,18:36.0,1,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,3.10E+07,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,0,2000000,0,0,31,20.66666667,17.89785834,320.3333333,0,0,1,0,0,1,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,1329,-1,0,32,0,0,0,0,0,0,0,0,0,0,BENIGN
19,192.168.50.9-52.28.108.167-48208-443-6,192.168.50.9,48208,52.28.108.167,443,6,18:36.0,1,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,3.10E+07,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,0,2000000,0,0,31,20.66666667,17.89785834,320.3333333,0,0,1,0,0,1,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,829,-1,0,32,0,0,0,0,0,0,0,0,0,0,BENIGN
20,192.168.50.9-52.28.108.167-48200-443-6,52.28.108.167,443,192.168.50.9,48200,6,18:36.1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,750000,2,0,2,2,4,2,0,2,2,0,0,0,0,0,0,0,0,0,96,0,750000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,739,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
184252,192.168.50.9-52.28.108.167-48200-443-6,52.28.108.167,443,192.168.50.9,48200,6,18:36.1,99,1,2,0,0,0,0,0,0,0,0,0,0,0,30303.0303,49.5,65.76093065,96,3,0,0,0,0,0,3,3,0,3,3,0,0,0,0,32,64,10101.0101,20202.0202,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,32,0,0,0,0,0,0,1,0,2,0,739,1329,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
21,192.168.50.9-52.28.108.167-48208-443-6,52.28.108.167,443,192.168.50.9,48208,6,18:36.1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,750000,2,1.414213562,3,1,4,2,1.414213562,3,1,0,0,0,0,0,0,0,0,0,96,0,750000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,2031,-1,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
80125,192.168.50.9-52.28.108.167-48208-443-6,52.28.108.167,443,192.168.50.9,48208,6,18:36.1,91,1,2,0,0,0,0,0,0,0,0,0,0,0,32967.03297,45.5,60.1040764,88,3,0,0,0,0,0,3,3,0,3,3,0,0,0,0,32,64,10989.01099,21978.02198,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,32,0,0,0,0,0,0,1,0,2,0,2031,829,0,32,0,0,0,0,0,0,0,0,0,1,BENIGN
132288,172.16.0.5-192.168.50.4-52312-45389-6,172.16.0.5,52312,192.168.50.4,45389,6,18:40.1,155801,4,2,24,12,6,6,6,0,6,6,6,0,231.0639855,38.51066424,31160.2,69578.5344,155626,2,155801,51933.66667,89947.41916,155796,2,2,2,0,2,2,0,0,0,0,80,40,25.67377616,12.83688808,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7,6,6,80,0,0,0,0,0,0,4,24,2,12,1024,0,3,20,0,0,0,0,0,0,0,0,0,1,Portmap
107336,192.168.50.6-54.213.45.184-54560-443-6,192.168.50.6,54560,54.213.45.184,443,6,18:55.0,1,2,0,12,0,6,6,6,0,0,0,0,0,1.20E+07,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,6,6,6,0,0,0,1,0,0,0,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
223,192.168.50.8-34.209.30.112-59555-443-6,34.209.30.112,443,192.168.50.8,59555,6,18:56.2,135798,4,2,74,70,31,6,18.5,14.43375673,35,35,35,0,1060.398533,44.18327221,27159.6,60486.14018,135360,2,135798,45266,78395.21763,135789,4,2,2,0,2,2,1,0,0,0,80,40,29.45551481,14.7277574,6,35,25,13.10216267,171.6666667,0,0,1,0,0,1,0,0,0,29.16666667,18.5,35,80,0,0,0,0,0,0,4,74,2,70,119,16312,3,20,0,0,0,0,0,0,0,0,0,1,BENIGN
22207,172.16.0.5-192.168.50.4-41860-8988-6,172.16.0.5,41860,192.168.50.4,8988,6,19:08.3,90305,4,2,24,12,6,6,6,0,6,6,6,0,398.6490228,66.44150379,18061,40286.74109,90128,3,90305,30101.66667,52132.41991,90299,3,3,3,0,3,3,0,0,0,0,80,40,44.29433586,22.14716793,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7,6,6,80,0,0,0,0,0,0,4,24,2,12,1024,0,3,20,0,0,0,0,0,0,0,0,0,1,Portmap
94381,192.168.10.50-192.168.50.6-21-54808-6,192.168.50.6,54808,192.168.10.50,21,6,19:19.0,9014948,6,0,0,0,0,0,0,0,0,0,0,0,0,0.665561243,1802989.6,2685064.549,6000383,3,9014948,1802989.6,2685064.549,6000383,3,0,0,0,0,0,0,0,0,0,184,0,0.665561243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,184,0,0,0,0,0,0,6,0,0,0,8192,-1,0,28,3014562,0,3014562,3014562,6000383,0,6000383,6000383,0,1,BENIGN
